State;error;Y
2;-1,910784704;-2,277782215
0;-1,581724973;-12,72061608
1;-0,286256636;12,95741492
1;-2,023407433;-1,455331882
2;-1,212588359;-2,716243094
1;0,663367246;12,80497466
2;1,740045263;6,04108546
1;1,927182893;13,96922304
1;-0,012967121;2,767910367
2;-0,910729341;-1,267876608
1;-1,775915734;5,052615779
2;-0,819522938;-0,628522721
1;0,071624982;10,40343176
0;-0,120508048;-4,918792168
1;-0,272098077;10,65934342
2;0,806110165;3,744089014
1;-0,301913587;7,971032533
2;-0,162158358;1,269889791
2;0,691854893;11,69459774
1;1,583330231;11,24161137
2;0,390058403;3,028439081
1;-1,494854587;4,606904515
2;0,322152118;1,56568514
1;0,655759322;11,49757243
2;1,131702447;4,56291938
1;1,762377906;13,9182579
2;-1,717544365;-0,651437148
1;1,615208021;15,04105521
2;0,445238584;3,898688209
1;-1,914595487;3,086607078
2;-0,404129423;-0,190937431
0;0,917234502;-9,178234214
1;1,299263204;16,65125988
2;-0,653011512;2,024228952
0;-0,118967591;-9,106853115
0;-0,233474111;-14,78690067
1;-0,066027042;14,23798908
2;-0,501374871;1,844848074
1;0,61531523;11,29249127
2;-1,195530785;-0,132563317
1;-0,817490218;7,587298342
2;-1,433631951;-1,349804233
1;1,296775736;14,29526848
1;-1,705302566;-0,551551436
2;-0,039674433;-0,189659153
0;1,178354978;-8,916474598
1;-1,222056198;9,008773784
2;1,662674549;5,127103855
1;1,784874257;13,81649162
2;-0,143350007;2,476598308
1;0,301112095;10,16035679
2;-0,589996034;0,85207929
1;-1,05440904;6,581149093
2;-0,532589866;0,251050087
0;-0,871361863;-10,74583682
2;-1,21402536;9,581674965
1;-1,356715984;3,055349559
2;0,843847374;2,29876466
1;0,520726644;10,87255053
2;0,084746716;2,344003539
1;-2,194501576;2,71329421
2;-0,265356448;0,011945946
1;1,629468898;14,88482291
2;-0,811946848;1,353070887
1;-1,066084678;6,395824699
2;-0,59017907;0,0988068
1;-0,501721615;8,465193114
2;0,434367848;2,56177432
1;-0,050472408;9,080050479
2;-1,11988129;-0,423752484
1;-1,147222974;6,685456822
2;-0,973568604;-0,610045843
1;1,144862836;13,61760226
2;-1,379337391;-0,03515433
0;-0,021152573;-10,03872974
0;0,040516852;-14,97884802
1;-1,18868229;10,92760753
1;0,091965831;2,369453168
2;-0,338228574;-0,202566515
0;0,976767751;-9,124515506
1;-0,34609684;11,69906413
2;-1,874113877;-1,408414929
1;0,300232159;11,32322096
2;0,177991524;2,620627239
1;0,402636715;10,42172197
2;0,841337169;3,767018732
1;1,899052222;14,56705105
2;0,640940243;4,195290696
1;0,943653049;11,57237194
1;-0,941504368;0,431465652
1;-0,138405767;-0,190518403
1;0,775262379;1,512421077
1;0,20393486;0,710353936
2;-0,064417236;0,013236315
1;-0,627192094;8,114452824
2;1,435773811;4,494438187
1;-2,310243872;1,720936929
2;0,209561222;0,763309829
1;0,881357209;12,41507868
2;-0,051697953;2,379619831
1;-0,384616214;8,132265407
2;0,875954811;3,378362703
1;0,290962134;9,859377592
2;1,725629772;5,423135063
1;-0,724292022;6,200183415
2;-0,706800165;-0,173563647
0;1,658122528;-8,428659295
1;-0,170690555;12,01652612
2;-0,679467576;1,044370074
1;-0,812266308;7,249890055
2;-1,66512109;-1,880264169
1;-1,792827788;5,185595885
2;-1,627454367;-2,217789557
1;-1,61916887;5,807830257
2;-0,150387223;0,860791606
1;-2,169690561;3,232690837
2;1,060027444;2,766593055
1;0,875618298;11,79687698
2;0,034316372;2,428008139
1;-0,747963895;7,027705872
2;0,081138296;1,567817767
1;-2,662709448;1,541526325
2;0,695259814;1,698824893
1;0,034316372;9,593301648
2;-1,055475423;-0,192290516
1;-0,864672529;7,463669567
0;0,696527422;-5,571637794
1;0,950960839;14,52437386
2;-0,942577572;1,019719628
1;-0,205653805;9,077122696
2;-0,061504579;1,692415381
1;0,126212854;9,870913946
2;-0,806321623;0,361539544
1;-0,783970791;7,539625765
2;0,932486728;3,372898609
1;1,090575097;12,25985571
2;-0,167818826;2,116333491
1;-0,360346348;8,284060908
2;-1,372438874;-1,088065566
1;0,340821771;11,34888498
2;0,264723212;2,799223421
1;1,815415089;14,60647824
2;-0,866007213;1,189281223
0;0,469273118;-8,93608627
1;1,258031261;16,45491967
1;-1,054941094;1,181101744
1;-0,183667908;-0,131115466
2;0,972706857;1,919190621
0;-0,463899141;-9,504303831
0;0,996305971;-13,75584594
1;0,061581886;14,31149944
1;0,555028237;3,972356362
1;-1,641119525;-2,487767777
2;3,062159522;5,626765488
1;0,721013294;10,47501023
2;0,224442829;2,543887704
1;-0,283229156;8,387146222
2;0,71734803;3,112125304
1;-1,720227374;3,905680287
2;-0,48341235;-0,185688643
0;0,539566827;-9,553277495
1;0,881018423;15,50903852
2;-0,070781425;2,960244853
0;0,305196863;-8,21468071
0;-1,336265996;-15,44360635
0;0,020388597;-17,70141458
1;0,098114015;15,60476642
2;0,766201538;4,653356359
1;-2,021633918;2,539091338
2;-1,759854058;-3,011889848
1;-0,380747451;9,7613246
1;2,406341082;6,764947084
2;0,908762559;3,170514534
1;-1,001471901;6,044429937
1;-3,116438165;-5,023990343
2;-0,188492777;-1,381783623
1;-0,938173343;7,600015056
2;0,603065473;2,726133958
0;0,194103222;-8,442829799
0;-0,569273197;-14,7906881
0;0,097421662;-17,29792239
1;0,493841981;16,67090266
2;1,104826879;5,543834289
1;1,055475423;11,50327598
2;0,346908564;2,994472324
2;0,373929652;10,22344726
1;-0,654622454;4,969098461
2;1,249136403;3,492092499
1;1,257189979;12,72394219
1;0,454379006;3,453546448
1;1,271650945;3,234011179
2;-0,515040028;-0,383277821
1;-1,353078005;6,055749331
2;0,170534804;1,552219474
0;0,321911102;-8,901979161
0;-0,102342028;-14,55333161
1;1,476860234;18,79658018
2;-1,169821644;1,419672749
1;0,518712113;11,13023452
1;-1,095997959;0,034050985
2;1,711891855;3,430593907
2;0,406372465;10,18993922
1;1,112180144;10,27955866
2;-0,223893721;1,60812429
1;-0,178147275;8,983120889
2;-0,203153832;1,390316515
2;0,933669071;12,38391226
1;-0,102111244;5,978492591
1;0,177835773;1,551370064
2;2,529777703;5,369829418
1;0,111112968;8,722390078
2;0,388820354;2,522118723
1;1,273715498;13,06451088
1;-0,168129191;2,276643794
2;0,135626124;0,726581006
2;1,059490842;12,96049822
1;1,631206032;11,00546863
2;-0,794939297;0,611215133
1;0,455312374;11,18257258
2;-0,387994987;1,460524542
1;-0,996683411;6,571792403
1;0,529242925;2,372844331
2;-0,657657893;-0,840746919
1;-0,674274361;8,229400993
2;-0,812692633;0,020494932
2;-0,587904196;8,230138931
1;-0,197924237;6,93718561
2;1,127505129;3,64244738
0;0,181878477;-7,996897833
0;0,74958507;-13,24886385
0;-0,26044745;-16,88487937
0;1,278549462;-17,16389023
2;0,25744157;15,92149178
1;-0,32030016;4,262651987
2;-0,246780019;0,35897036
1;0,941265625;12,71610577
1;1,190699095;4,924619343
1;0,418616537;1,822156943
2;-0,935444859;-1,50645833
1;0,006999699;10,47293659
1;-0,933432602;0,227722114
2;1,461330612;2,968205647
1;0,357897534;10,18323091
1;-0,667089353;0,702467476
1;0,518361958;1,177217411
2;-0,173873786;-0,112304091
1;0,720419848;12,19495077
1;-0,148221488;2,142547178
2;-1,591965884;-2,755422332
1;0,679660843;12,86560923
2;-1,165285539;0,242550767
1;1,303365025;13,83732984
1;0,198548378;3,164562724
2;1,263620106;3,160152758
2;-0,833299509;6,552055645
2;-1,078317382;4,79943116
1;-0,360998911;7,47717392
2;-0,487457328;0,520520128
1;2,707711246;17,9669777
2;0,484787961;4,562971462
1;0,729273779;10,8189299
2;-0,090352614;1,983080751
1;1,221087587;13,06833853
1;0,151857193;2,917382094
1;0,602424279;1,788324977
2;-1,127793894;-1,897922792
1;-0,288807769;9,702953531
2;-0,82800625;0,284578206
1;0,078989615;10,15159538
2;-1,398198037;-0,766076998
2;0,574680143;11,95386353
1;0,866230039;9,012531057
2;-0,038526196;1,72545382
1;-0,556367468;7,813261451
2;0,956747499;3,476147288
1;-0,15944579;8,478818444
2;-1,080097718;-0,464431747
1;-0,460920546;8,756567886
2;0,942338829;3,635991236
1;1,129963039;12,29909175
2;-0,176281674;2,107255002
2;-1,328828603;5,381337691
1;-0,380582605;7,243850876
2;0,100726538;1,650223252
1;-0,104880655;9,190291059
2;0,24244514;2,322948491
1;2,131091605;15,69639027
2;-0,021994992;3,095288069
1;-0,706310175;6,952483055
2;0,928123427;3,246743465
1;-1,051346317;5,87193801
2;0,743317514;2,661022631
0;-0,948798515;-9,6182872
2;-0,06549044;12,68901484
1;0,205966444;6,811194879
2;-1,063253876;-0,764268776
1;0,018781066;10,28562383
1;0,373684088;2,804492942
2;1,297130439;3,155159466
1;0,100726538;9,355631775
2;0,338391146;2,547908647
1;-1,02887725;6,148995656
2;-0,598759016;0,0322811
0;-1,019957381;-11,00381683
1;-0,250410039;12,54991493
1;0,303995193;3,117973373
2;0,643572093;1,910738861
1;0,213003659;10,06578932
2;-0,426981615;1,159194635
1;-1,900907591;3,949518836
2;-0,744427098;-0,698950428
1;1,510707079;14,74180637
1;1,651205821;6,250772915
2;1,023308869;3,296772321
1;0,763025128;11,30004369
2;-0,609961717;1,040085304
1;-2,356791811;2,617598977
2;-0,214647571;0,094224654
1;3,23401764;19,67378552
2;-0,383956831;3,166843443
2;1,714879545;14,1945856
0;0,650079528;-2,252627671
1;-0,459729108;9,296600977
1;-2,018687155;-2,178054115
2;-0,391214598;-1,21804002
0;-0,346177558;-10,95519757
0;-1,752700882;-17,23029967
0;-0,8208076;-19,43595743
1;0,066870598;16,03139902
2;-0,18787091;2,830537985
1;0,501547675;10,65548163
2;1,099072051;4,329240428
1;-0,384368377;7,54812274
2;0,335880941;2,18138643
1;0,937698132;12,15867847
2;1,070143298;4,572022291
1;-0,72677949;6,448054843
2;-0,697405085;-0,105199201
1;0,379020548;11,16862141
2;-1,243979568;-0,254234855
2;-0,53109261;8,482992627
1;0,681300207;9,499002834
2;0,282433348;2,464667262
1;1,685980351;14,31854087
2;1,298731149;5,461170473
1;-0,227032615;7,680551013
2;-0,082674205;1,370761792
1;-1,077905836;6,355053955
2;-0,387583441;0,495843909
1;-0,667280347;7,849405788
2;0,866787104;3,303455366
0;-0,531180149;-8,879452466
1;-2,026372385;6,584718583
2;0,784802978;2,886549673
2;0,340254473;10,15479852
0;-0,346908564;-5,269509305
0;0,723794074;-11,91096058
0;2,038450475;-13,91702981
0;2,161705197;-14,79680971
1;0,968664153;17,34503537
2;0,747356808;4,96372069
1;0,685745363;10,56811988
2;-1,032130967;0,049362042
1;-0,720419848;7,823931843
2;0,692632511;2,950051391
2;0,147369974;9,557094505
1;0,014114221;7,175214311
2;0,7169524;2,868947662
1;0,516788532;10,6896813
1;-0,631666808;0,874602644
1;-0,027198439;0,120523651
1;-0,134390348;-0,244675965
2;1,656308086;3,263680979
0;1,985763447;-6,382396063
1;0,754557732;14,17839201
2;0,77940058;4,394479562
1;2,027572918;14,76437489
2;1,71654392;6,385962818
0;-1,053742835;-7,860761426
0;-0,757815997;-14,68819671
1;0,004245067;14,41919421
1;-0,563526328;1,756786187
2;-1,178354978;-2,005352719
1;-0,142808858;10,17317924
2;-0,380089205;1,274457439
1;-0,142731551;9,189468115
1;1,000209977;3,838313577
2;0,69769726;2,163057235
1;0,839268068;11,86888703
2;-0,14590114;2,081975127
2;-0,543996066;7,743419264
1;0,373108833;8,796300719
2;0,358468242;2,476196627
2;0,511636244;10,79204975
1;-0,432435172;5,46507956
1;0,66127086;2,415557633
2;0,936156539;2,355424604
1;-0,666516371;7,293823506
2;0,26741759;1,993599882
1;-0,684583483;7,348169586
2;1,362309376;4,19425267
1;0,172631189;9,259617767
2;1,065272954;3,982469462
1;-1,421763045;4,539970026
2;-1,158073246;-1,408152487
1;-0,08397933;10,17050776
2;0,451582309;2,93726617
1;0,851186996;11,67238114
2;-0,595832716;1,142810795
1;-0,142345016;9,230121714
2;-0,85879492;0,128434504
1;0,328927854;10,94825321
2;-0,261713922;1,666222799
1;2,013439371;15,54045127
2;0,863117293;4,834324841
1;-0,178690698;8,013630454
1;-0,603893113;0,394939864
1;2,798915375;5,676818723
2;-0,338067139;0,459229467
1;-0,877303137;7,230321749
2;0,616239504;2,678543358
1;-1,001092187;6,193160432
2;3,097229637;7,433091361
0;0,810034635;-5,473419685
0;1,475946192;-11,26076365
0;-1,290945875;-16,9213277
2;1,610155778;19,90686564
1;0,042201691;4,15454538
2;-0,144896148;0,541116779
1;-0,483842086;8,386138707
2;0,183356406;2,043940553
1;-0,786573082;7,027098588
2;-0,22860263;0,948214457
0;0,931306658;-8,594586113
1;2,93875928;21,39465367
2;0,012430519;4,303791773
2;0,123668542;9,079868094
1;-0,617350224;5,423988899
2;-0,198704129;0,687389522
0;1,48349045;-8,172814788
1;-0,5302104;10,86121324
2;0,271938916;2,716120479
1;0,390966761;10,35806414
2;-0,019393838;2,032825153
1;1,129094471;12,77743587
2;-1,491121111;-0,426755048
1;1,23935024;13,84607724
2;-0,180634743;2,407945962
1;0,038066901;9,391816914
2;0,010212489;1,89878836
1;-0,557975;7,756438493
2;0,478087259;2,507462216
1;0,669958808;11,25763776
1;0,897491645;4,046510843
2;-0,548347998;-0,287393828
1;1,657517714;15,05877129
1;1,035784862;5,083323983
2;0,22813083;1,472926456
1;-0,365738515;8,460906518
2;0,531180149;2,754541601
1;-0,263535185;8,383031965
2;0,320702611;2,318011615
1;-2,28143108;2,460303277
2;-1,232615432;-1,973170209
1;-1,176979367;7,061012961
2;-0,052386895;1,307428802
1;0,910961262;12,34065515
2;-0,627657073;1,212816883
0;1,123037237;-8,270554322
1;0,552709025;14,13929337
2;-0,572154022;1,683550631
1;0,289046511;10,36207434
2;1,708258424;5,488931716
2;1,838134267;13,86772329
1;-0,806005573;3,421666294
2;2,135548129;4,955429518
2;0,42748411;9,795823476
1;0,200186605;7,661812773
2;0,15239948;1,837161514
1;-1,05681238;6,278414406
1;-0,787406407;-0,319129932
2;0,850088782;1,636351577
1;-0,422376161;8,241966045
2;-0,553779955;0,540833299
1;1,603757482;14,64902246
2;-0,303995193;2,321814105
1;0,043349928;9,433505553
2;-0,416946477;1,052808156
1;-2,225278877;3,008320923
1;0,203310719;1,008285623
1;0,220835545;0,643328215
2;-0,032249545;0,064166553
1;-0,300392458;9,079572661
2;-0,384122814;1,047668905
0;0,470724899;-9,005440648
0;1,259891178;-13,24282915
0;-0,296073495;-16,91748807
0;0,716754585;-17,74198945
1;1,169821644;18,83206177
2;1,444186637;6,654785627
1;0,334019887;9,005623974
2;-0,256097792;1,288929211
2;0,48280981;11,06175067
1;0,948439265;9,526792595
2;0,168283805;2,241926128
1;0,926595476;12,10720859
2;-0,774641649;0,872158421
2;-0,51469101;8,194279444
1;-0,175815558;7,014269494
2;0,900126906;3,203107711
1;-1,042612894;5,911229005
1;0,898751296;2,979748392
2;1,386902113;3,369753905
1;0,031484433;9,083527127
2;1,283938218;4,384581861
1;-1,328828603;4,698139633
2;-0,460834144;0,017959638
1;-1,261414582;6,210368363
2;-0,923544121;-0,60501457
1;0,511985263;11,71746016
2;-0,152554094;2,038383844
1;-0,64347887;7,458048236
2;-0,482896212;0,525817223
1;-1,357680048;5,769214688
2;-2,911110641;-4,668378345
1;1,497428457;15,89279887
2;-0,004015419;3,170528937
1;-1,414027793;4,806757941
2;1,624871402;4,211094392
1;0,488663545;10,20266232
2;-0,264565188;1,511402089
0;-1,36950348;-10,61380244
0;-0,561733486;-15,8686347
0;-0,752322649;-18,68664
0;-0,817169621;-20,16048962
0;-1,375583452;-21,45582826
1;1,048690592;19,58282026
2;-0,654811174;2,606941703
1;0,48341235;10,66815454
1;0,476887863;3,087406633
2;0,582094799;1,781670925
1;-0,350160008;8,4150187
2;-1,032913133;-0,382822526
1;-0,820164132;7,654354361
2;0,175815558;1,882501988
1;-1,795124263;4,049876616
2;-1,948692443;-3,087409563
1;-0,825746156;8,448984401
1;0,791585535;3,27296795
0;0,037225618;-8,326290407
0;1,49088919;-12,67225601
0;-0,530562829;-16,86669084
1;0,137941925;15,47383302
2;0,254437964;3,603642533
1;1,141188477;12,34247267
1;0,674945113;3,818384761
2;0,71843715;2,200551252
1;-1,288485691;5,47437755
2;0,089737568;1,274350647
1;0,493237167;11,09740631
1;1,813032213;5,845545688
2;-1,706289368;-2,243469598
1;-0,698869371;8,576432765
1;-0,319736273;1,075814007
2;-0,848990567;-1,482818332
1;-0,353415999;9,384597504
2;0,214176907;2,305273315
1;-0,197065901;8,717220301
2;1,583598532;4,910641125
2;-1,128082658;5,142559687
1;-0,608488335;6,631767088
1;-0,28920681;0,747939798
2;2,590531949;5,330651858
1;-1,358448571;4,325458728
2;-0,77919367;-0,693295593
2;0,291839797;11,08350807
1;0,072316197;6,891896172
2;0,142191539;1,662762311
1;-0,218327614;8,846188465
2;0,749280389;3,267798471
0;-1,045118552;-9,411219316
0;-0,1863134;-14,89192306
1;0,238586608;15,18333674
2;1,65360234;6,343872027
1;-0,871473276;5,482418564
1;-0,371633178;0,353217358
2;-0,663748096;-1,256852721
1;0,687778083;12,44039007
2;-1,391319984;-0,294561954
1;1,060027444;13,26845092
2;-2,016349754;-1,379009324
1;-0,550483037;8,762253686
2;2,51144229;6,775335317
0;-0,236855158;-6,849187499
0;1,630046427;-11,79454732
1;-0,114268914;13,19555745
2;0,329332579;3,297776649
1;-0,645832188;7,073170442
2;0,558601414;2,531836916
1;-0,221698429;8,57535364
2;-0,321830385;1,071409959
1;-1,360954229;5,595714324
2;-0,537621645;0,043899575
1;0,542843281;11,61535997
2;0,316115347;2,955302689
1;-1,099072051;5,81619304
2;-1,007551873;-0,851865138
1;1,131993486;13,65154
2;0,141727696;3,013763392
1;-1,782991603;3,746896173
1;-0,197221652;0,35493593
1;1,960052032;3,99109125
2;-1,13402848;-1,46983871
1;1,478683771;14,87700293
2;-1,099772362;0,775855861
1;2,400829544;16,96973187
1;0,224050609;3,842047593
2;-1,568241714;-2,36807391
1;-1,268736014;6,904214131
2;-0,229309762;0,922223302
1;-0,590816853;7,95088245
2;-0,022607765;1,544960961
1;-0,407535481;8,313905269
2;2,042124834;5,747030721
1;3,427267075;18,55769201
2;-1,129528755;1,452480892
1;0,523882591;11,1359035
2;-2,101642167;-1,976103633
1;0,68255531;12,64049702
2;0,389397883;3,30689517
1;0,350404434;10,05914475
2;-1,001092187;0,009644577
1;-1,367161531;5,895622035
2;0,132461082;1,444046571
1;0,620036644;11,42689596
1;1,869257176;6,023893544
2;1,1745351;3,553848909
1;1,540088306;13,55411024
2;1,480511855;5,67184576
1;-0,424217887;7,02579261
2;0,917700618;3,240559757
1;-0,758936949;6,751021226
2;-1,519383659;-1,688563073
1;-2,091992428;4,230591637
2;-0,379678795;0,086760737
1;-0,248357992;9,228897803
1;0,477573394;2,800926349
2;-0,555921815;-0,551658361
0;-0,278693051;-10,55452223
0;-1,942598828;-17,21985994
0;0,590725904;-18,01920407
1;-1,584403435;10,65255092
2;0,192466132;2,515442447
1;0,189427283;9,813649114
2;-1,789403541;-1,616077259
1;-0,303995193;9,572837597
2;-0,375734999;1,163097522
1;-0,388408807;8,485844321
2;-0,416696366;0,863776132
0;0,800828275;-8,767283659
0;0,376802518;-14,00683931
2;0,135007667;14,6070748
1;0,165491656;6,114352529
2;-0,540806013;0,141258479
1;-0,183356406;9,407553239
2;0,624306722;3,130124092
1;-0,794518655;6,677406807
2;0,078759967;1,493001296
1;1,578528099;14,28768391
2;-0,826285032;1,204966719
1;0,408865617;10,86510684
0;1,283415259;-3,284031324
1;1,259213604;14,76285021
2;0,366883341;3,686336725
1;-2,283504728;2,0435848
2;-1,069602149;-1,730487338
1;-0,383628276;9,368261374
2;-0,009217729;1,855216817
1;0,052923497;9,602205445
1;-0,698380518;0,523680053
2;0,378856839;0,862449689
1;-0,372043587;8,625134332
2;-1,448543117;-1,172059367
1;-1,489497663;5,883124821
2;-1,215464636;-1,254304307
0;1,734856596;-8,892295557
0;0,857246505;-13,58890127
0;0,390554078;-16,40389656
1;0,966831522;17,82166353
2;2,100950951;7,766234608
1;-0,35129915;6,616232168
2;0,053536269;1,430318971
1;-0,534353148;7,967844863
2;-0,637468247;0,318632479
1;1,078453806;13,13977168
2;2,178639988;6,985234312
1;-1,026412519;4,825192148
2;0,298952045;1,56294252
1;-1,944117685;3,69876419
2;0,775262379;2,290277595
1;1,274920578;13,13767846
2;1,444841473;5,517218637
1;0,296712415;9,234971653
2;2,260276233;6,367546796
1;0,7169524;10,24059316
2;0,260288289;2,568695209
1;0,224835048;9,903896582
2;0,300872216;2,582523749
1;0,155417865;9,691496471
1;-1,03539378;-0,132488265
2;-1,352123036;-2,730743725
0;0,781578819;-10,58379304
1;0,907837148;15,89864936
1;1,427249572;6,034229015
2;0,742410293;2,691666389
2;1,02731974;12,2744593
1;1,432563295;10,61535209
2;0,750699201;3,62446882
1;-0,004474714;8,899235212
2;-0,044651642;1,690543758
1;0,311775921;10,42816463
2;0,606005415;3,297643756
1;1,454463927;13,37409865
2;-2,742162906;-2,80950608
1;0,234102799;11,54516022
2;-0,375653144;1,557725756
1;-1,795124263;4,147309485
2;1,460439307;3,750340512
1;-0,198235739;8,28019063
1;1,922308002;5,500654129
2;-1,208131835;-1,316132843
1;-1,09446546;7,111443472
2;0,644702141;2,711692975
1;-0,318448201;8,231147504
2;-0,717843704;0,210542092
1;0,134082256;10,33908414
2;0,875843398;3,819503624
1;-0,871584689;6,239394846
2;0,772784006;2,793446981
2;0,66747134;11,16437993
1;-0,441524435;5,326112718
2;0,206434834;1,478092211
1;2,068036338;15,76068135
2;-0,326264171;2,499607928
1;0,722403684;11,41732867
2;-0,278455445;1,726554844
1;-1,363855517;5,390466995
2;0,955419637;2,988932672
0;1,722919478;-6,782614186
0;-0,167974576;-13,55928167
1;-1,133882961;10,66613562
2;-1,332723514;-0,532219904
1;-0,492373147;8,682546531
1;-1,51142558;-1,286341854
1;1,004254955;1,751241539
2;-1,633525244;-2,91680218
1;-0,434620233;9,571179955
2;0,488232672;2,890701335
1;0,739189545;11,35035823
1;-0,38560529;1,498861067
2;0,845923296;1,991618805
0;-0,386924057;-9,391114655
1;-1,432777026;8,519003319
2;-1,646735655;-1,589670645
1;-0,34155164;9,452246273
2;-1,246137344;-0,601825434
1;-1,24746748;6,438145189
2;-1,393941602;-1,500254166
1;0,944726253;13,28425501
1;-0,581007953;1,494835096
2;-0,759550858;-1,220134696
1;1,099492692;13,66451849
2;1,304083526;5,341070748
1;-0,55288865;6,739012824
1;1,653002073;4,653806711
1;-2,654851414;-4,378941486
2;0,70072474;0,525661184
1;-0,852505764;7,284784354
2;1,621156116;4,699269103
1;-0,046029527;8,452130689
2;-1,517687451;-1,344948765
2;0,338309292;11,4184125
1;1,085873009;9,832095277
2;-0,736879429;0,492660198
1;1,259891178;13,63187547
1;-0,655950316;1,414474462
2;0,190595983;0,664086859
1;0,036536676;9,91038397
2;-0,778675258;0,424726279
1;-0,245676119;9,135553758
2;1,233106559;4,29332387
1;-2,315791789;1,764627471
2;-0,629427177;-0,90592886
1;-1,412367965;6,034674764
2;-0,956385975;-0,705836997
1;-2,994784154;1,227398637
1;0,205653805;0,656787338
2;1,693315426;3,517988319
1;1,883490768;14,59507581
2;0,227503278;3,374021718
1;-2,112919901;2,649033781
2;0,052616542;0,635039841
1;-0,789391379;7,441313911
2;-0,434199592;0,619863599
1;-0,146828825;9,373554446
2;-1,59006504;-1,30541919
1;1,322750904;14,35987847
2;-0,831028046;1,209919601
1;-0,06549044;9,4405528
2;0,163786353;2,215683267
2;1,545117811;13,97064845
1;-0,526868007;4,228201443
2;-2,738888725;-4,632137161
1;-0,394106792;10,20732077
2;-2,071947165;-2,102430175
1;-0,906222795;7,912060669
2;0,770826318;3,12406477
0;-0,407701464;-8,845669078
2;-0,674274361;10,63087764
1;-0,602699401;5,002638503
2;1,083255938;3,167039577
1;1,417156454;13,30135749
2;-0,28920681;2,081857879
1;-0,843847374;6,843900514
1;-0,875731985;-0,382683867
2;-0,601232841;-1,279002456
1;-0,506498736;8,864204528
2;0,011283419;1,795407743
1;-1,298908501;5,564652175
0;-1,789785529;-9,007459441
1;0,610239113;14,53295517
2;0,322072538;3,550736109
1;2,150754881;15,38704381
2;-0,397167241;2,283074279
1;0,539213261;10,9327175
1;0,118351409;2,423246317
2;-2,547021722;-4,609394181
1;1,561993486;16,06879871
2;1,365797289;5,945354319
1;-1,959015208;2,339348081
1;2,524175216;5,516220047
2;-0,005699121;1,091845767
